"NS" "Trial" "Step" "Choice1" "Choice2" "Resp1" "Resp2" "Reward" "RT1" "RT2"
"152" 191 "step_1_no_load" 1 2 2 NA NA 319 NA
"152" 191 "step_2_no_load" 5 6 0.512103523931 5 0 0.664271461991 320
"153" 191 "step_1_no_load" 1 2 2 NA NA 332 NA
"153" 191 "step_2_no_load" 3 4 0.512103523931 3 1 0.318839908867 1024
"154" 191 "step_1_no_load" 1 2 2 NA NA 311 NA
"154" 191 "step_2_no_load" 5 6 0.512103523931 5 0 0.318839908867 238
"156" 191 "step_1_no_load" 1 2 2 NA NA 308 NA
"156" 191 "step_2_no_load" 5 6 0.318839908867 6 1 0.664271461991 437
"159" 191 "step_1_no_load" 1 2 2 NA NA 352 NA
"159" 191 "step_2_no_load" 5 6 0.435748387321 6 0 0.318839908867 274
"160" 191 "step_1_no_load" 1 2 2 NA NA 423 NA
"160" 191 "step_2_no_load" 5 6 0.435748387321 6 0 0.318839908867 322
"161" 191 "step_1_no_load" 1 2 2 NA NA 109 NA
"161" 191 "step_2_no_load" 3 4 0.512103523931 3 1 0.664271461991 27
"165" 191 "step_1_no_load" 1 2 2 NA NA 277 NA
"165" 191 "step_2_no_load" 5 6 0.512103523931 6 0 0.318839908867 585
"166" 191 "step_1_no_load" 1 2 2 NA NA 395 NA
"166" 191 "step_2_no_load" 5 6 0.318839908867 6 1 0.664271461991 650
"167" 191 "step_1_no_load" 1 2 1 NA NA 345 NA
"167" 191 "step_2_no_load" 5 6 0.318839908867 6 0 0.664271461991 1143
"169" 191 "step_1_no_load" 1 2 1 NA NA 429 NA
"169" 191 "step_2_no_load" 5 6 0.512103523931 5 1 0.318839908867 504
"170" 191 "step_1_no_load" 1 2 2 NA NA 50 NA
"170" 191 "step_2_no_load" 3 4 0.664271461991 3 0 0.512103523931 506
"178" 191 "step_1_no_load" 1 2 1 NA NA 520 NA
"178" 191 "step_2_no_load" 3 4 0.664271461991 3 0 0.318839908867 478
"180" 191 "step_1_no_load" 1 2 1 NA NA 261 NA
"180" 191 "step_2_no_load" 5 6 0.435748387321 6 1 0.512103523931 693
"182" 191 "step_1_no_load" 1 2 2 NA NA 1 NA
"182" 191 "step_2_no_load" 3 4 0.435748387321 3 1 0.512103523931 728
"183" 191 "step_1_no_load" 1 2 1 NA NA 333 NA
"183" 191 "step_2_no_load" 5 6 0.435748387321 5 0 0.318839908867 534
"184" 191 "step_1_no_load" 1 2 2 NA NA 632 NA
"184" 191 "step_2_no_load" 5 6 0.435748387321 6 1 0.512103523931 1064
"187" 191 "step_1_no_load" 1 2 1 NA NA 297 NA
"187" 191 "step_2_no_load" 5 6 0.435748387321 6 0 0.318839908867 783
"188" 191 "step_1_no_load" 1 2 2 NA NA 461 NA
"188" 191 "step_2_no_load" 5 6 0.318839908867 5 1 0.512103523931 578
"194" 191 "step_1_no_load" 1 2 1 NA NA 367 NA
"194" 191 "step_2_no_load" 3 4 0.318839908867 3 0 0.512103523931 236
"195" 191 "step_1_no_load" 1 2 2 NA NA 486 NA
"195" 191 "step_2_no_load" 5 6 0.512103523931 6 1 0.318839908867 960
"199" 191 "step_1_no_load" 1 2 1 NA NA 414 NA
"199" 191 "step_2_no_load" 5 6 0.435748387321 5 0 0.318839908867 302
"203" 191 "step_1_no_load" 1 2 2 NA NA 165 NA
"203" 191 "step_2_no_load" 5 6 0.435748387321 6 0 0.318839908867 185
"206" 191 "step_1_no_load" 1 2 2 NA NA 272 NA
"206" 191 "step_2_no_load" 5 6 0.435748387321 6 1 0.512103523931 43
"207" 191 "step_1_no_load" 1 2 2 NA NA 698 NA
"207" 191 "step_2_no_load" 5 6 0.664271461991 6 0 0.435748387321 13
"208" 191 "step_1_no_load" 1 2 2 NA NA 254 NA
"208" 191 "step_2_no_load" 5 6 0.664271461991 6 1 0.435748387321 413
"210" 191 "step_1_no_load" 1 2 2 NA NA 429 NA
"210" 191 "step_2_no_load" 5 6 0.318839908867 6 1 0.664271461991 513
"211" 191 "step_1_no_load" 1 2 1 NA NA 620 NA
"211" 191 "step_2_no_load" 5 6 0.664271461991 6 0 0.512103523931 319
"212" 191 "step_1_no_load" 1 2 2 NA NA 613 NA
"212" 191 "step_2_no_load" 3 4 0.512103523931 4 0 0.435748387321 762
"213" 191 "step_1_no_load" 1 2 2 NA NA 118 NA
"213" 191 "step_2_no_load" 5 6 0.318839908867 6 0 0.435748387321 38
"217" 191 "step_1_no_load" 1 2 1 NA NA 399 NA
"217" 191 "step_2_no_load" 5 6 0.435748387321 6 0 0.664271461991 271
"220" 191 "step_1_no_load" 1 2 1 NA NA 441 NA
"220" 191 "step_2_no_load" 3 4 0.664271461991 3 0 0.318839908867 786
"229" 191 "step_1_no_load" 1 2 2 NA NA 382 NA
"229" 191 "step_2_no_load" 5 6 0.318839908867 6 1 0.512103523931 481
"230" 191 "step_1_no_load" 1 2 1 NA NA 327 NA
"230" 191 "step_2_no_load" 3 4 0.318839908867 4 0 0.435748387321 655
"234" 191 "step_1_no_load" 1 2 1 NA NA 447 NA
"234" 191 "step_2_no_load" 5 6 0.512103523931 6 1 0.435748387321 611
"235" 191 "step_1_no_load" 1 2 1 NA NA 21 NA
"235" 191 "step_2_no_load" 3 4 0.318839908867 3 1 0.435748387321 166
"238" 191 "step_1_no_load" 1 2 1 NA NA 302 NA
"238" 191 "step_2_no_load" 3 4 0.435748387321 4 1 0.664271461991 478
"240" 191 "step_1_no_load" 1 2 2 NA NA 420 NA
"240" 191 "step_2_no_load" 5 6 0.318839908867 6 1 0.512103523931 483
"241" 191 "step_1_no_load" 1 2 1 NA NA 357 NA
"241" 191 "step_2_no_load" 3 4 0.512103523931 4 1 0.318839908867 392
"248" 191 "step_1_no_load" 1 2 1 NA NA 236 NA
"248" 191 "step_2_no_load" 5 6 0.435748387321 5 1 0.318839908867 266
"250" 191 "step_1_no_load" 1 2 1 NA NA 279 NA
"250" 191 "step_2_no_load" 3 4 0.435748387321 3 1 0.664271461991 266
"260" 191 "step_1_no_load" 1 2 2 NA NA 605 NA
"260" 191 "step_2_no_load" 5 6 0.664271461991 5 1 0.435748387321 681
"263" 191 "step_1_no_load" 1 2 1 NA NA 494 NA
"263" 191 "step_2_no_load" 3 4 0.435748387321 4 1 0.318839908867 448
"264" 191 "step_1_no_load" 1 2 2 NA NA 460 NA
"264" 191 "step_2_no_load" 5 6 0.512103523931 5 0 0.664271461991 775
"270" 191 "step_1_no_load" 1 2 1 NA NA 361 NA
"270" 191 "step_2_no_load" 3 4 0.512103523931 4 0 0.435748387321 413
"271" 191 "step_1_no_load" 1 2 2 NA NA 476 NA
"271" 191 "step_2_no_load" 3 4 0.435748387321 3 0 0.512103523931 914
"273" 191 "step_1_no_load" 1 2 2 NA NA 429 NA
"273" 191 "step_2_no_load" 3 4 0.435748387321 3 0 0.512103523931 465
"274" 191 "step_1_no_load" 1 2 2 NA NA 333 NA
"274" 191 "step_2_no_load" 5 6 0.435748387321 5 1 0.512103523931 262
"275" 191 "step_1_no_load" 1 2 1 NA NA 619 NA
"275" 191 "step_2_no_load" 3 4 0.435748387321 3 1 0.512103523931 528
"281" 191 "step_1_no_load" 1 2 1 NA NA 546 NA
"281" 191 "step_2_no_load" 5 6 0.318839908867 6 1 0.435748387321 641
"290" 191 "step_1_no_load" 1 2 1 NA NA 427 NA
"290" 191 "step_2_no_load" 3 4 0.664271461991 3 1 0.435748387321 1476
"291" 191 "step_1_no_load" 1 2 2 NA NA 322 NA
"291" 191 "step_2_no_load" 5 6 0.512103523931 5 1 0.664271461991 377
"292" 191 "step_1_no_load" 1 2 1 NA NA 347 NA
"292" 191 "step_2_no_load" 3 4 0.435748387321 3 1 0.318839908867 247
"293" 191 "step_1_no_load" 1 2 2 NA NA 963 NA
"293" 191 "step_2_no_load" 5 6 0.435748387321 -1 -1 0.318839908867 -1
"294" 191 "step_1_no_load" 1 2 1 NA NA 338 NA
"294" 191 "step_2_no_load" 3 4 0.664271461991 4 1 0.435748387321 595
"296" 191 "step_1_no_load" 1 2 2 NA NA 414 NA
"296" 191 "step_2_no_load" 5 6 0.664271461991 5 0 0.435748387321 695
"298" 191 "step_1_no_load" 1 2 2 NA NA 261 NA
"298" 191 "step_2_no_load" 5 6 0.664271461991 5 1 0.435748387321 479
"299" 191 "step_1_no_load" 1 2 1 NA NA 320 NA
"299" 191 "step_2_no_load" 3 4 0.435748387321 3 1 0.512103523931 791
"300" 191 "step_1_no_load" 1 2 2 NA NA 364 NA
"300" 191 "step_2_no_load" 5 6 0.435748387321 5 1 0.512103523931 387
"301" 191 "step_1_no_load" 1 2 1 NA NA 581 NA
"301" 191 "step_2_no_load" 5 6 0.318839908867 5 1 0.512103523931 588
"302" 191 "step_1_no_load" 1 2 2 NA NA 241 NA
"302" 191 "step_2_no_load" 3 4 0.435748387321 3 0 0.318839908867 626
"303" 191 "step_1_no_load" 1 2 2 NA NA 484 NA
"303" 191 "step_2_no_load" 3 4 0.435748387321 4 0 0.318839908867 658
"308" 191 "step_1_no_load" 1 2 1 NA NA 650 NA
"308" 191 "step_2_no_load" 3 4 0.318839908867 4 1 0.664271461991 719
"311" 191 "step_1_no_load" 1 2 1 NA NA 270 NA
"311" 191 "step_2_no_load" 3 4 0.318839908867 4 0 0.512103523931 565
"312" 191 "step_1_no_load" 1 2 1 NA NA 321 NA
"312" 191 "step_2_no_load" 5 6 0.435748387321 5 1 0.512103523931 610
"313" 191 "step_1_no_load" 1 2 1 NA NA 269 NA
"313" 191 "step_2_no_load" 3 4 0.512103523931 3 1 0.318839908867 420
"314" 191 "step_1_no_load" 1 2 1 NA NA 0 NA
"314" 191 "step_2_no_load" 3 4 0.435748387321 4 1 0.512103523931 289
"315" 191 "step_1_no_load" 1 2 1 NA NA 309 NA
"315" 191 "step_2_no_load" 5 6 0.435748387321 5 0 0.664271461991 1415
"316" 191 "step_1_no_load" 1 2 2 NA NA 213 NA
"316" 191 "step_2_no_load" 5 6 0.435748387321 5 0 0.512103523931 297
"319" 191 "step_1_no_load" 1 2 1 NA NA 264 NA
"319" 191 "step_2_no_load" 5 6 0.435748387321 6 1 0.318839908867 732
"321" 191 "step_1_no_load" 1 2 2 NA NA 607 NA
"321" 191 "step_2_no_load" 5 6 0.512103523931 6 1 0.664271461991 711
"331" 191 "step_1_no_load" 1 2 2 NA NA 249 NA
"331" 191 "step_2_no_load" 3 4 0.512103523931 3 1 0.664271461991 240
"333" 191 "step_1_no_load" 1 2 2 NA NA 222 NA
"333" 191 "step_2_no_load" 5 6 0.512103523931 5 0 0.435748387321 326
"335" 191 "step_1_no_load" 1 2 1 NA NA 493 NA
"335" 191 "step_2_no_load" 3 4 0.318839908867 4 1 0.435748387321 412
"337" 191 "step_1_no_load" 1 2 1 NA NA 1158 NA
"337" 191 "step_2_no_load" 3 4 0.664271461991 3 1 0.318839908867 1141
"338" 191 "step_1_no_load" 1 2 2 NA NA 399 NA
"338" 191 "step_2_no_load" 3 4 0.435748387321 3 0 0.664271461991 1085
"339" 191 "step_1_no_load" 1 2 1 NA NA 449 NA
"339" 191 "step_2_no_load" 3 4 0.664271461991 3 1 0.318839908867 486
"344" 191 "step_1_no_load" 1 2 2 NA NA 418 NA
"344" 191 "step_2_no_load" 5 6 0.435748387321 6 1 0.512103523931 153
"345" 191 "step_1_no_load" 1 2 2 NA NA 822 NA
"345" 191 "step_2_no_load" 5 6 0.435748387321 6 0 0.512103523931 530
"348" 191 "step_1_no_load" 1 2 1 NA NA 744 NA
"348" 191 "step_2_no_load" 3 4 0.664271461991 -1 -1 0.318839908867 -1
"349" 191 "step_1_no_load" 1 2 1 NA NA 402 NA
"349" 191 "step_2_no_load" 5 6 0.512103523931 5 0 0.318839908867 1235
"350" 191 "step_1_no_load" 1 2 1 NA NA 282 NA
"350" 191 "step_2_no_load" 3 4 0.664271461991 4 0 0.318839908867 224
"353" 191 "step_1_no_load" 1 2 2 NA NA 324 NA
"353" 191 "step_2_no_load" 5 6 0.435748387321 5 0 0.318839908867 363
"356" 191 "step_1_no_load" 1 2 2 NA NA 368 NA
"356" 191 "step_2_no_load" 5 6 0.512103523931 5 1 0.435748387321 279
"357" 191 "step_1_no_load" 1 2 -1 NA NA -1 NA
"358" 191 "step_1_no_load" 1 2 2 NA NA 319 NA
"358" 191 "step_2_no_load" 3 4 0.512103523931 4 0 0.318839908867 318
"359" 191 "step_1_no_load" 1 2 1 NA NA 318 NA
"359" 191 "step_2_no_load" 3 4 0.318839908867 3 0 0.512103523931 580
"360" 191 "step_1_no_load" 1 2 1 NA NA 349 NA
"360" 191 "step_2_no_load" 3 4 0.318839908867 3 0 0.664271461991 340
"364" 191 "step_1_no_load" 1 2 1 NA NA 86 NA
"364" 191 "step_2_no_load" 3 4 0.435748387321 4 1 0.664271461991 557
"110" 192 "step_1_no_load" 1 2 2 NA NA 523 NA
"110" 192 "step_2_no_load" 5 6 0.705517419189 6 0 0.493851022417 458
"111" 192 "step_1_no_load" 1 2 1 NA NA 285 NA
"111" 192 "step_2_no_load" 3 4 0.705517419189 3 1 0.493851022417 217
"114" 192 "step_1_no_load" 1 2 1 NA NA 285 NA
"114" 192 "step_2_no_load" 3 4 0.493851022417 3 0 0.299297135717 208
"116" 192 "step_1_no_load" 1 2 1 NA NA 319 NA
"116" 192 "step_2_no_load" 5 6 0.705517419189 -1 -1 0.299297135717 -1
"117" 192 "step_1_no_load" 1 2 2 NA NA 466 NA
"117" 192 "step_2_no_load" 5 6 0.299297135717 6 0 0.493851022417 443
"119" 192 "step_1_no_load" 1 2 1 NA NA 358 NA
"119" 192 "step_2_no_load" 3 4 0.450791310283 3 0 0.705517419189 761
"120" 192 "step_1_no_load" 1 2 1 NA NA 15 NA
"120" 192 "step_2_no_load" 3 4 0.450791310283 3 1 0.705517419189 383
"121" 192 "step_1_no_load" 1 2 1 NA NA 286 NA
"121" 192 "step_2_no_load" 5 6 0.450791310283 5 0 0.705517419189 619
"122" 192 "step_1_no_load" 1 2 2 NA NA 427 NA
"122" 192 "step_2_no_load" 5 6 0.450791310283 5 0 0.299297135717 471
"124" 192 "step_1_no_load" 1 2 2 NA NA 68 NA
"124" 192 "step_2_no_load" 3 4 0.299297135717 4 1 0.705517419189 315
"126" 192 "step_1_no_load" 1 2 1 NA NA 337 NA
"126" 192 "step_2_no_load" 5 6 0.299297135717 5 0 0.450791310283 732
"127" 192 "step_1_no_load" 1 2 2 NA NA 131 NA
"127" 192 "step_2_no_load" 3 4 0.450791310283 4 1 0.493851022417 901
"128" 192 "step_1_no_load" 1 2 1 NA NA 352 NA
"128" 192 "step_2_no_load" 5 6 0.299297135717 6 0 0.493851022417 937
"129" 192 "step_1_no_load" 1 2 1 NA NA 535 NA
"129" 192 "step_2_no_load" 5 6 0.450791310283 6 0 0.299297135717 760
"130" 192 "step_1_no_load" 1 2 1 NA NA 295 NA
"130" 192 "step_2_no_load" 3 4 0.450791310283 3 0 0.493851022417 835
"134" 192 "step_1_no_load" 1 2 1 NA NA 160 NA
"134" 192 "step_2_no_load" 5 6 0.493851022417 5 1 0.705517419189 860
"135" 192 "step_1_no_load" 1 2 1 NA NA 375 NA
"135" 192 "step_2_no_load" 5 6 0.493851022417 5 0 0.299297135717 437
"138" 192 "step_1_no_load" 1 2 2 NA NA 318 NA
"138" 192 "step_2_no_load" 3 4 0.705517419189 3 1 0.450791310283 453
"139" 192 "step_1_no_load" 1 2 2 NA NA 369 NA
"139" 192 "step_2_no_load" 5 6 0.705517419189 5 1 0.299297135717 655
"140" 192 "step_1_no_load" 1 2 1 NA NA 402 NA
"140" 192 "step_2_no_load" 3 4 0.705517419189 3 0 0.493851022417 388
"142" 192 "step_1_no_load" 1 2 2 NA NA 1 NA
"142" 192 "step_2_no_load" 3 4 0.705517419189 4 0 0.493851022417 1038
"143" 192 "step_1_no_load" 1 2 2 NA NA 490 NA
"143" 192 "step_2_no_load" 3 4 0.705517419189 3 1 0.450791310283 317
"144" 192 "step_1_no_load" 1 2 1 NA NA 312 NA
"144" 192 "step_2_no_load" 5 6 0.450791310283 5 0 0.493851022417 372
"146" 192 "step_1_no_load" 1 2 1 NA NA 530 NA
"146" 192 "step_2_no_load" 5 6 0.299297135717 6 1 0.450791310283 468
"148" 192 "step_1_no_load" 1 2 2 NA NA 275 NA
"148" 192 "step_2_no_load" 5 6 0.299297135717 5 0 0.450791310283 407
"150" 192 "step_1_no_load" 1 2 2 NA NA 262 NA
"150" 192 "step_2_no_load" 5 6 0.299297135717 6 0 0.705517419189 259
"151" 192 "step_1_no_load" 1 2 2 NA NA 300 NA
"151" 192 "step_2_no_load" 3 4 0.493851022417 3 0 0.299297135717 421
"152" 192 "step_1_no_load" 1 2 2 NA NA 281 NA
"152" 192 "step_2_no_load" 3 4 0.450791310283 4 0 0.299297135717 899
"153" 192 "step_1_no_load" 1 2 2 NA NA 242 NA
"153" 192 "step_2_no_load" 5 6 0.705517419189 5 1 0.450791310283 806
"154" 192 "step_1_no_load" 1 2 2 NA NA 330 NA
"154" 192 "step_2_no_load" 5 6 0.493851022417 5 0 0.299297135717 128
"156" 192 "step_1_no_load" 1 2 2 NA NA 295 NA
"156" 192 "step_2_no_load" 5 6 0.299297135717 6 1 0.705517419189 390
"159" 192 "step_1_no_load" 1 2 1 NA NA 519 NA
"159" 192 "step_2_no_load" 3 4 0.705517419189 4 1 0.493851022417 296
"160" 192 "step_1_no_load" 1 2 2 NA NA 426 NA
"160" 192 "step_2_no_load" 5 6 0.450791310283 5 0 0.299297135717 426
"161" 192 "step_1_no_load" 1 2 2 NA NA 20 NA
"161" 192 "step_2_no_load" 5 6 0.299297135717 5 0 0.450791310283 268
"165" 192 "step_1_no_load" 1 2 2 NA NA 298 NA
"165" 192 "step_2_no_load" 3 4 0.705517419189 3 1 0.450791310283 450
"166" 192 "step_1_no_load" 1 2 1 NA NA 334 NA
"166" 192 "step_2_no_load" 5 6 0.299297135717 5 0 0.705517419189 391
"167" 192 "step_1_no_load" 1 2 2 NA NA 393 NA
"167" 192 "step_2_no_load" 3 4 0.493851022417 3 0 0.450791310283 1173
"169" 192 "step_1_no_load" 1 2 1 NA NA 600 NA
"169" 192 "step_2_no_load" 5 6 0.493851022417 5 0 0.299297135717 668
"170" 192 "step_1_no_load" 1 2 2 NA NA 771 NA
"170" 192 "step_2_no_load" 5 6 0.450791310283 5 1 0.299297135717 449
"178" 192 "step_1_no_load" 1 2 2 NA NA 586 NA
"178" 192 "step_2_no_load" 5 6 0.493851022417 6 1 0.450791310283 1162
"180" 192 "step_1_no_load" 1 2 1 NA NA 0 NA
"180" 192 "step_2_no_load" 3 4 0.705517419189 3 1 0.299297135717 561
"182" 192 "step_1_no_load" 1 2 2 NA NA 210 NA
"182" 192 "step_2_no_load" 5 6 0.299297135717 5 1 0.705517419189 617
"183" 192 "step_1_no_load" 1 2 2 NA NA 268 NA
"183" 192 "step_2_no_load" 5 6 0.450791310283 5 0 0.299297135717 334
"184" 192 "step_1_no_load" 1 2 2 NA NA 670 NA
"184" 192 "step_2_no_load" 5 6 0.450791310283 6 0 0.493851022417 874
"187" 192 "step_1_no_load" 1 2 1 NA NA 366 NA
"187" 192 "step_2_no_load" 3 4 0.705517419189 4 0 0.493851022417 586
"188" 192 "step_1_no_load" 1 2 1 NA NA 302 NA
"188" 192 "step_2_no_load" 3 4 0.705517419189 4 0 0.450791310283 543
"194" 192 "step_1_no_load" 1 2 2 NA NA 3 NA
"194" 192 "step_2_no_load" 5 6 0.450791310283 5 0 0.705517419189 639
"195" 192 "step_1_no_load" 1 2 2 NA NA 490 NA
"195" 192 "step_2_no_load" 5 6 0.493851022417 5 1 0.299297135717 516
"199" 192 "step_1_no_load" 1 2 1 NA NA 637 NA
"199" 192 "step_2_no_load" 5 6 0.450791310283 5 1 0.299297135717 404
"203" 192 "step_1_no_load" 1 2 2 NA NA 582 NA
"203" 192 "step_2_no_load" 5 6 0.450791310283 6 0 0.299297135717 597
"206" 192 "step_1_no_load" 1 2 2 NA NA 406 NA
"206" 192 "step_2_no_load" 3 4 0.705517419189 4 0 0.299297135717 281
"207" 192 "step_1_no_load" 1 2 1 NA NA 18 NA
"207" 192 "step_2_no_load" 5 6 0.705517419189 6 1 0.450791310283 515
"208" 192 "step_1_no_load" 1 2 2 NA NA 267 NA
"208" 192 "step_2_no_load" 3 4 0.299297135717 3 0 0.493851022417 832
"210" 192 "step_1_no_load" 1 2 2 NA NA 289 NA
"210" 192 "step_2_no_load" 5 6 0.299297135717 6 0 0.705517419189 681
"211" 192 "step_1_no_load" 1 2 1 NA NA 365 NA
"211" 192 "step_2_no_load" 3 4 0.450791310283 4 0 0.299297135717 395
"212" 192 "step_1_no_load" 1 2 2 NA NA 522 NA
"212" 192 "step_2_no_load" 5 6 0.299297135717 6 1 0.705517419189 474
"213" 192 "step_1_no_load" 1 2 1 NA NA 11 NA
"213" 192 "step_2_no_load" 5 6 0.299297135717 6 1 0.450791310283 118
"217" 192 "step_1_no_load" 1 2 1 NA NA 259 NA
"217" 192 "step_2_no_load" 3 4 0.493851022417 3 0 0.299297135717 209
"220" 192 "step_1_no_load" 1 2 1 NA NA 573 NA
"220" 192 "step_2_no_load" 3 4 0.705517419189 3 1 0.299297135717 1494
"229" 192 "step_1_no_load" 1 2 1 NA NA 483 NA
"229" 192 "step_2_no_load" 3 4 0.450791310283 4 0 0.705517419189 365
"230" 192 "step_1_no_load" 1 2 1 NA NA 284 NA
"230" 192 "step_2_no_load" 3 4 0.299297135717 4 1 0.450791310283 629
"234" 192 "step_1_no_load" 1 2 2 NA NA 405 NA
"234" 192 "step_2_no_load" 3 4 0.299297135717 4 0 0.705517419189 663
"235" 192 "step_1_no_load" 1 2 1 NA NA 18 NA
"235" 192 "step_2_no_load" 3 4 0.299297135717 3 0 0.450791310283 160
"238" 192 "step_1_no_load" 1 2 1 NA NA 399 NA
"238" 192 "step_2_no_load" 5 6 0.493851022417 6 1 0.299297135717 615
"240" 192 "step_1_no_load" 1 2 1 NA NA 426 NA
"240" 192 "step_2_no_load" 5 6 0.299297135717 6 1 0.493851022417 1030
"241" 192 "step_1_no_load" 1 2 1 NA NA 476 NA
"241" 192 "step_2_no_load" 5 6 0.705517419189 5 1 0.450791310283 699
"248" 192 "step_1_no_load" 1 2 2 NA NA 265 NA
"248" 192 "step_2_no_load" 5 6 0.450791310283 5 1 0.299297135717 190
"250" 192 "step_1_no_load" 1 2 1 NA NA 275 NA
"250" 192 "step_2_no_load" 5 6 0.493851022417 6 1 0.299297135717 795
"260" 192 "step_1_no_load" 1 2 -1 NA NA -1 NA
"263" 192 "step_1_no_load" 1 2 1 NA NA 437 NA
"263" 192 "step_2_no_load" 3 4 0.450791310283 4 0 0.299297135717 375
"264" 192 "step_1_no_load" 1 2 2 NA NA 896 NA
"264" 192 "step_2_no_load" 5 6 0.493851022417 5 1 0.705517419189 742
"270" 192 "step_1_no_load" 1 2 1 NA NA 954 NA
"270" 192 "step_2_no_load" 3 4 0.493851022417 3 0 0.450791310283 757
"271" 192 "step_1_no_load" 1 2 2 NA NA 521 NA
"271" 192 "step_2_no_load" 5 6 0.705517419189 5 1 0.299297135717 619
"273" 192 "step_1_no_load" 1 2 2 NA NA 380 NA
"273" 192 "step_2_no_load" 5 6 0.705517419189 5 1 0.299297135717 628
"274" 192 "step_1_no_load" 1 2 2 NA NA 479 NA
"274" 192 "step_2_no_load" 3 4 0.705517419189 3 1 0.299297135717 267
"275" 192 "step_1_no_load" 1 2 1 NA NA 770 NA
"275" 192 "step_2_no_load" 5 6 0.705517419189 5 1 0.299297135717 392
"281" 192 "step_1_no_load" 1 2 1 NA NA 537 NA
"281" 192 "step_2_no_load" 5 6 0.299297135717 6 0 0.450791310283 596
"290" 192 "step_1_no_load" 1 2 1 NA NA 1289 NA
"290" 192 "step_2_no_load" 3 4 0.705517419189 3 0 0.450791310283 772
"291" 192 "step_1_no_load" 1 2 2 NA NA 322 NA
"291" 192 "step_2_no_load" 5 6 0.493851022417 5 1 0.705517419189 379
"292" 192 "step_1_no_load" 1 2 1 NA NA 646 NA
"292" 192 "step_2_no_load" 3 4 0.450791310283 3 0 0.299297135717 388
"293" 192 "step_1_no_load" 1 2 2 NA NA 308 NA
"293" 192 "step_2_no_load" 5 6 0.450791310283 5 0 0.299297135717 250
"294" 192 "step_1_no_load" 1 2 1 NA NA 345 NA
"294" 192 "step_2_no_load" 3 4 0.705517419189 4 0 0.450791310283 755
"296" 192 "step_1_no_load" 1 2 2 NA NA 482 NA
"296" 192 "step_2_no_load" 5 6 0.705517419189 6 0 0.450791310283 465
"298" 192 "step_1_no_load" 1 2 2 NA NA 274 NA
"298" 192 "step_2_no_load" 3 4 0.493851022417 3 0 0.299297135717 1264
"299" 192 "step_1_no_load" 1 2 1 NA NA 384 NA
"299" 192 "step_2_no_load" 3 4 0.450791310283 3 0 0.493851022417 422
"300" 192 "step_1_no_load" 1 2 2 NA NA 468 NA
"300" 192 "step_2_no_load" 5 6 0.450791310283 5 0 0.493851022417 406
"301" 192 "step_1_no_load" 1 2 1 NA NA 347 NA
"301" 192 "step_2_no_load" 5 6 0.299297135717 -1 -1 0.493851022417 -1
"302" 192 "step_1_no_load" 1 2 2 NA NA 175 NA
"302" 192 "step_2_no_load" 5 6 0.493851022417 5 0 0.705517419189 270
"303" 192 "step_1_no_load" 1 2 2 NA NA 640 NA
"303" 192 "step_2_no_load" 3 4 0.450791310283 3 1 0.299297135717 724
"308" 192 "step_1_no_load" 1 2 1 NA NA 784 NA
"308" 192 "step_2_no_load" 5 6 0.493851022417 5 1 0.450791310283 1105
"311" 192 "step_1_no_load" 1 2 2 NA NA 425 NA
"311" 192 "step_2_no_load" 3 4 0.299297135717 3 1 0.493851022417 1289
"312" 192 "step_1_no_load" 1 2 1 NA NA 317 NA
"312" 192 "step_2_no_load" 3 4 0.705517419189 3 1 0.299297135717 453
"313" 192 "step_1_no_load" 1 2 1 NA NA 379 NA
"313" 192 "step_2_no_load" 3 4 0.493851022417 3 0 0.299297135717 313
"314" 192 "step_1_no_load" 1 2 1 NA NA 3 NA
"314" 192 "step_2_no_load" 5 6 0.299297135717 6 1 0.705517419189 430
"315" 192 "step_1_no_load" 1 2 2 NA NA 361 NA
"315" 192 "step_2_no_load" 5 6 0.450791310283 6 1 0.705517419189 708
"316" 192 "step_1_no_load" 1 2 1 NA NA 121 NA
"316" 192 "step_2_no_load" 5 6 0.450791310283 5 1 0.493851022417 414
"319" 192 "step_1_no_load" 1 2 1 NA NA 481 NA
"319" 192 "step_2_no_load" 5 6 0.450791310283 6 0 0.299297135717 848
"321" 192 "step_1_no_load" 1 2 2 NA NA 525 NA
"321" 192 "step_2_no_load" 5 6 0.493851022417 6 0 0.705517419189 472
"331" 192 "step_1_no_load" 1 2 2 NA NA 244 NA
"331" 192 "step_2_no_load" 3 4 0.493851022417 3 1 0.705517419189 446
"333" 192 "step_1_no_load" 1 2 2 NA NA 217 NA
"333" 192 "step_2_no_load" 5 6 0.493851022417 5 1 0.450791310283 288
"335" 192 "step_1_no_load" 1 2 1 NA NA 321 NA
"335" 192 "step_2_no_load" 5 6 0.705517419189 6 1 0.493851022417 288
"337" 192 "step_1_no_load" 1 2 1 NA NA 777 NA
"337" 192 "step_2_no_load" 3 4 0.705517419189 3 1 0.299297135717 944
"338" 192 "step_1_no_load" 1 2 1 NA NA 692 NA
"338" 192 "step_2_no_load" 3 4 0.450791310283 3 0 0.705517419189 404
"339" 192 "step_1_no_load" 1 2 1 NA NA 84 NA
"339" 192 "step_2_no_load" 3 4 0.705517419189 4 0 0.299297135717 739
"344" 192 "step_1_no_load" 1 2 2 NA NA 455 NA
"344" 192 "step_2_no_load" 3 4 0.299297135717 3 0 0.705517419189 327
