"NS" "Trial" "Resp" "Reward" "Transition" "PrReward" "PrTransition" "Stay"
"204" 64 1 1 1 1 1 1
"204" 65 1 1 -1 1 1 1
"204" 66 1 1 1 1 -1 1
"204" 67 1 1 1 1 1 1
"204" 68 1 -1 1 1 1 1
"204" 69 1 1 -1 -1 1 1
"204" 70 1 1 1 1 -1 1
"204" 71 1 1 1 1 1 1
"204" 72 1 -1 1 1 1 1
"204" 73 1 1 -1 -1 1 1
"204" 74 1 1 1 1 -1 1
"204" 75 1 -1 1 1 1 1
"204" 76 1 -1 1 -1 1 1
"204" 77 1 -1 1 -1 1 1
"204" 78 1 -1 -1 -1 1 1
"204" 79 1 -1 -1 -1 -1 1
"204" 80 1 -1 -1 -1 -1 1
"204" 81 1 1 1 -1 -1 1
"204" 82 1 -1 1 1 1 1
"204" 83 1 1 1 -1 1 1
"204" 84 1 -1 1 1 1 1
"204" 85 1 1 1 -1 1 1
"204" 86 1 1 1 1 1 1
"204" 87 1 1 1 1 1 1
"204" 88 1 1 1 1 1 1
"204" 89 1 -1 1 1 1 1
"204" 90 1 1 1 -1 1 1
"204" 91 1 1 1 1 1 1
"204" 92 1 -1 1 1 1 1
"204" 93 1 1 -1 -1 1 1
"204" 94 1 1 -1 1 -1 1
"204" 95 1 -1 -1 1 -1 1
"204" 96 1 1 1 -1 -1 1
"204" 97 1 1 1 1 1 1
"204" 98 1 1 1 1 1 1
"204" 99 1 1 -1 1 1 1
"204" 100 1 -1 1 1 -1 1
"204" 101 1 1 1 -1 1 1
"204" 102 1 1 1 1 1 1
"204" 103 1 1 1 1 1 1
"204" 104 1 -1 1 1 1 1
"204" 105 1 -1 -1 -1 1 1
"204" 106 1 1 1 -1 -1 1
"204" 107 1 -1 1 1 1 1
"204" 108 1 1 1 -1 1 1
"204" 109 1 1 -1 1 1 1
"204" 110 1 -1 1 1 -1 1
"204" 111 1 1 -1 -1 1 1
"204" 112 1 -1 1 1 -1 1
"204" 113 1 -1 -1 -1 1 1
"204" 114 1 1 1 -1 -1 1
"204" 115 1 1 -1 1 1 1
"204" 116 1 -1 1 1 -1 1
"204" 117 1 1 1 -1 1 1
"204" 118 1 1 1 1 1 1
"204" 119 1 -1 -1 1 1 1
"204" 120 1 1 1 -1 -1 1
"204" 121 1 -1 -1 1 1 1
"204" 122 1 1 1 -1 -1 1
"204" 123 1 -1 -1 1 1 1
"204" 124 1 1 -1 -1 -1 1
"204" 125 1 -1 -1 1 -1 1
"204" 126 1 -1 1 -1 -1 1
"204" 127 1 -1 1 -1 1 1
"204" 128 1 -1 1 -1 1 1
"204" 129 1 -1 -1 -1 1 1
"204" 130 1 1 1 -1 -1 1
"204" 131 1 1 1 1 1 1
"204" 132 1 -1 -1 1 1 1
"204" 133 1 1 1 -1 -1 1
"204" 134 1 1 1 1 1 1
"204" 135 1 1 1 1 1 1
"204" 136 1 1 1 1 1 1
"204" 137 1 -1 -1 1 1 1
"204" 138 1 1 1 -1 -1 1
"204" 139 1 1 1 1 1 1
"204" 140 1 1 1 1 1 1
"204" 141 1 -1 1 1 1 1
"204" 142 1 1 1 -1 1 1
"204" 143 1 1 1 1 1 1
"204" 144 1 1 1 1 1 1
"204" 145 1 -1 -1 1 1 1
"204" 146 1 1 1 -1 -1 1
"204" 147 1 -1 1 1 1 1
"204" 148 1 -1 1 -1 1 1
"204" 149 1 -1 1 -1 1 1
"204" 150 1 1 1 -1 1 1
"204" 151 1 1 1 1 1 1
"204" 152 1 -1 -1 1 1 1
"204" 153 1 1 1 -1 -1 1
"204" 154 1 1 1 1 1 1
"204" 155 1 -1 1 1 1 1
"204" 156 1 1 1 -1 1 1
"204" 157 2 1 1 1 1 0
"204" 158 1 -1 1 1 1 0
"204" 159 1 -1 -1 -1 1 1
"204" 161 1 1 -1 -1 -1 1
"204" 162 1 1 1 1 -1 1
"204" 163 1 1 1 1 1 1
"204" 164 1 -1 1 1 1 1
"204" 165 1 1 1 -1 1 1
"204" 166 1 -1 1 1 1 1
"204" 167 1 1 -1 -1 1 1
"204" 168 1 -1 -1 1 -1 1
"204" 169 1 1 1 -1 -1 1
"204" 170 1 -1 1 1 1 1
"204" 171 1 -1 1 -1 1 1
"204" 172 1 1 -1 -1 1 1
"204" 173 1 -1 1 1 -1 1
"204" 174 1 1 1 -1 1 1
"204" 175 1 1 1 1 1 1
"205" 11 1 1 1 -1 1 1
"205" 12 1 -1 1 1 1 1
"205" 13 1 1 1 -1 1 1
"205" 14 1 -1 -1 1 1 1
"205" 15 1 -1 1 -1 -1 1
"205" 16 1 -1 -1 -1 1 1
"205" 17 1 -1 1 -1 -1 1
"205" 18 1 1 1 -1 1 1
"205" 19 1 1 1 1 1 1
"205" 20 1 1 1 1 1 1
"205" 21 1 1 1 1 1 1
"205" 22 1 -1 1 1 1 1
"205" 23 1 -1 1 -1 1 1
"205" 24 1 1 1 -1 1 1
"205" 25 1 -1 -1 1 1 1
"205" 26 1 1 1 -1 -1 1
"205" 27 1 1 1 1 1 1
"205" 28 1 1 -1 1 1 1
"205" 29 1 -1 -1 1 -1 1
"205" 30 1 1 1 -1 -1 1
"205" 31 1 -1 -1 1 1 1
"205" 32 1 -1 1 -1 -1 1
"205" 33 1 -1 1 -1 1 1
"205" 34 1 1 1 -1 1 1
"205" 35 1 -1 1 1 1 1
"205" 36 1 1 1 -1 1 1
"205" 37 1 1 -1 1 1 1
"205" 38 1 1 1 1 -1 1
"205" 39 1 1 1 1 1 1
"205" 40 1 1 1 1 1 1
"205" 41 1 1 -1 1 1 1
"205" 42 1 1 -1 1 -1 1
"205" 43 1 -1 1 1 -1 1
"205" 44 1 1 1 -1 1 1
"205" 45 1 -1 -1 1 1 1
"205" 46 1 -1 1 -1 -1 1
"205" 47 1 1 -1 -1 1 1
"205" 48 1 -1 1 1 -1 1
"205" 49 1 -1 1 -1 1 1
"205" 50 1 -1 -1 -1 1 1
"205" 51 1 -1 -1 -1 -1 1
"205" 52 1 1 -1 -1 -1 1
"205" 53 1 1 1 1 -1 1
"205" 54 1 1 1 1 1 1
"205" 55 1 1 -1 1 1 1
"205" 56 1 1 -1 1 -1 1
"205" 57 1 1 1 1 -1 1
"205" 58 1 -1 -1 1 1 1
"205" 59 1 1 1 -1 -1 1
"205" 60 1 1 1 1 1 1
"205" 61 1 1 1 1 1 1
"205" 62 1 1 1 1 1 1
"205" 63 1 1 -1 1 1 1
"205" 64 1 -1 1 1 -1 1
"205" 65 1 1 -1 -1 1 1
"205" 66 1 1 1 1 -1 1
"205" 67 1 1 1 1 1 1
"205" 68 1 -1 1 1 1 1
"205" 69 2 1 -1 -1 1 0
"205" 70 2 1 1 1 -1 1
"205" 71 2 1 -1 1 1 1
"205" 72 2 1 -1 1 -1 1
"205" 73 2 -1 1 1 -1 1
"205" 74 2 -1 -1 -1 1 1
"205" 75 2 -1 1 -1 -1 1
"205" 76 2 -1 1 -1 1 1
"205" 77 1 1 1 -1 1 0
"205" 78 1 1 1 1 1 1
"205" 79 1 1 1 1 1 1
"205" 80 1 1 1 1 1 1
"205" 81 1 1 1 1 1 1
"205" 82 1 1 1 1 1 1
"205" 83 1 -1 1 1 1 1
"205" 84 1 1 1 -1 1 1
"205" 85 1 1 1 1 1 1
"205" 86 1 1 1 1 1 1
"205" 87 1 1 1 1 1 1
"205" 88 1 1 1 1 1 1
"205" 89 1 -1 -1 1 1 1
"205" 90 1 -1 -1 -1 -1 1
"205" 91 1 -1 1 -1 -1 1
"205" 92 1 1 1 -1 1 1
"205" 93 1 1 1 1 1 1
"205" 94 1 -1 -1 1 1 1
"205" 95 1 1 1 -1 -1 1
"205" 96 1 -1 1 1 1 1
"205" 97 1 1 1 -1 1 1
"205" 98 1 -1 -1 1 1 1
"205" 99 1 -1 -1 -1 -1 1
"205" 100 1 1 1 -1 -1 1
"205" 101 1 1 -1 1 1 1
"205" 102 1 1 1 1 -1 1
"205" 103 1 -1 1 1 1 1
"205" 104 1 1 1 -1 1 1
"205" 105 1 1 -1 1 1 1
"205" 106 1 1 1 1 -1 1
"205" 107 1 1 1 1 1 1
"205" 108 1 1 1 1 1 1
"205" 109 1 1 1 1 1 1
"205" 110 1 1 -1 1 1 1
"205" 111 1 1 1 1 -1 1
"205" 112 1 -1 -1 1 1 1
"205" 113 1 -1 -1 -1 -1 1
"205" 114 1 1 -1 -1 -1 1
"205" 115 1 1 -1 1 -1 1
"205" 116 1 -1 -1 1 -1 1
"205" 117 1 1 1 -1 -1 1
"205" 118 1 1 1 1 1 1
"205" 119 1 -1 1 1 1 1
"205" 120 1 1 -1 -1 1 1
"205" 121 1 -1 1 1 -1 1
"205" 122 1 1 1 -1 1 1
"205" 123 1 1 1 1 1 1
"205" 124 1 1 1 1 1 1
"205" 125 1 1 1 1 1 1
"205" 126 1 -1 1 1 1 1
"205" 127 1 1 1 -1 1 1
"205" 128 1 1 1 1 1 1
"205" 129 1 1 1 1 1 1
"205" 130 1 1 1 1 1 1
"205" 131 1 1 1 1 1 1
"205" 132 1 1 1 1 1 1
"205" 133 1 1 1 1 1 1
"205" 134 1 -1 -1 1 1 1
"205" 135 1 1 1 -1 -1 1
"205" 136 1 1 1 1 1 1
"205" 137 1 1 -1 1 1 1
"205" 138 1 -1 -1 1 -1 1
"205" 139 1 1 1 -1 -1 1
"205" 140 1 -1 -1 1 1 1
"205" 141 1 1 1 -1 -1 1
"205" 142 1 1 1 1 1 1
"205" 143 1 1 1 1 1 1
"205" 144 1 1 1 1 1 1
"205" 145 1 -1 -1 1 1 1
"205" 146 1 1 1 -1 -1 1
"205" 147 1 1 1 1 1 1
"205" 148 1 1 -1 1 1 1
"205" 149 1 -1 1 1 -1 1
"205" 150 1 1 -1 -1 1 1
"205" 151 1 1 1 1 -1 1
"205" 152 1 1 1 1 1 1
"205" 153 1 1 1 1 1 1
"205" 154 1 1 1 1 1 1
"205" 155 1 1 1 1 1 1
"205" 156 1 1 1 1 1 1
"205" 157 1 1 1 1 1 1
"205" 158 1 1 -1 1 1 1
"205" 159 1 1 -1 1 -1 1
"205" 160 1 -1 1 1 -1 1
"205" 161 1 1 1 -1 1 1
"205" 162 1 -1 1 1 1 1
"205" 163 1 -1 1 -1 1 1
"205" 164 1 1 1 -1 1 1
"205" 165 1 -1 1 1 1 1
"205" 166 1 1 -1 -1 1 1
"205" 167 1 1 1 1 -1 1
"205" 168 1 1 1 1 1 1
"205" 169 1 -1 1 1 1 1
"205" 170 1 -1 -1 -1 1 1
"205" 171 1 -1 1 -1 -1 1
"205" 172 1 1 1 -1 1 1
"205" 173 1 1 1 1 1 1
"205" 174 1 -1 1 1 1 1
"205" 175 1 -1 -1 -1 1 1
"206" 11 1 1 1 1 -1 1
"206" 12 1 -1 1 1 1 1
"206" 13 1 1 1 -1 1 1
"206" 14 2 -1 1 1 1 0
"206" 15 1 1 1 -1 1 0
"206" 16 2 1 1 1 1 0
"206" 17 1 -1 1 1 1 0
"206" 18 1 -1 -1 -1 1 1
"206" 19 1 1 1 -1 -1 1
"206" 20 1 1 1 1 1 1
"206" 21 1 -1 1 1 1 1
"206" 22 2 1 1 -1 1 0
"206" 23 1 1 1 1 1 0
"206" 24 2 1 1 1 1 0
"206" 25 1 -1 -1 1 1 0
"206" 26 1 1 1 -1 -1 1
"206" 27 2 1 1 1 1 0
"206" 28 2 -1 1 1 1 1
"206" 29 2 1 1 -1 1 1
"206" 30 2 -1 1 1 1 1
"206" 31 2 1 1 -1 1 1
"206" 32 2 1 1 1 1 1
"206" 33 2 1 1 1 1 1
"206" 34 2 -1 1 1 1 1
"206" 35 1 1 1 -1 1 0
"206" 36 1 -1 1 1 1 1
"206" 37 1 -1 1 -1 1 1
"206" 38 1 1 1 -1 1 1
"206" 39 1 -1 -1 1 1 1
"206" 40 1 1 1 -1 -1 1
"206" 41 1 -1 -1 1 1 1
"206" 42 1 1 -1 -1 -1 1
"206" 43 1 1 -1 1 -1 1
"206" 44 1 -1 1 1 -1 1
"206" 45 2 -1 -1 -1 1 0
"206" 46 2 -1 -1 -1 -1 1
"206" 47 2 -1 1 -1 -1 1
"206" 48 1 1 1 -1 1 0
"206" 49 2 -1 1 1 1 0
"206" 50 1 1 -1 -1 1 0
"206" 51 2 -1 1 1 -1 0
"206" 52 2 -1 -1 -1 1 1
"206" 53 2 -1 -1 -1 -1 1
"206" 54 2 -1 1 -1 -1 1
"206" 55 2 1 1 -1 1 1
"206" 56 2 1 1 1 1 1
"206" 57 2 -1 1 1 1 1
"206" 58 1 -1 1 -1 1 0
"206" 59 1 -1 -1 -1 1 1
"206" 60 1 1 1 -1 -1 1
"206" 61 1 1 1 1 1 1
"206" 62 2 1 1 1 1 0
"206" 63 2 1 1 1 1 1
"206" 64 1 -1 1 1 1 0
"206" 65 1 -1 1 -1 1 1
"206" 66 1 1 1 -1 1 1
"206" 67 2 -1 1 1 1 0
"206" 68 2 1 1 -1 1 1
"206" 69 1 1 1 1 1 0
"206" 70 1 -1 -1 1 1 1
"206" 71 2 1 1 -1 -1 0
"206" 72 2 1 1 1 1 1
"206" 73 1 -1 -1 1 1 0
"206" 74 1 1 1 -1 -1 1
"206" 75 1 1 1 1 1 1
"206" 76 1 1 1 1 1 1
"206" 77 1 1 1 1 1 1
"206" 78 1 -1 1 1 1 1
"206" 79 2 1 1 -1 1 0
"206" 80 2 1 1 1 1 1
"206" 81 2 -1 1 1 1 1
"206" 82 1 -1 1 -1 1 0
"206" 83 2 1 1 -1 1 0
"206" 84 2 1 1 1 1 1
"206" 85 1 1 -1 1 1 0
"206" 86 1 1 1 1 -1 1
"206" 87 1 1 -1 1 1 1
"206" 88 2 1 1 1 -1 0
"206" 89 2 -1 1 1 1 1
"206" 90 1 -1 1 -1 1 0
"206" 91 1 1 -1 -1 1 1
"206" 92 1 1 1 1 -1 1
"206" 93 1 1 1 1 1 1
"206" 94 1 -1 1 1 1 1
"206" 95 2 -1 1 -1 1 0
"206" 96 2 -1 -1 -1 1 1
"206" 97 2 -1 -1 -1 -1 1
"206" 98 2 -1 1 -1 -1 1
"206" 99 2 1 1 -1 1 1
"206" 100 2 1 1 1 1 1
"206" 101 2 1 1 1 1 1
"206" 102 2 -1 1 1 1 1
"206" 103 2 -1 -1 -1 1 1
"206" 104 2 -1 -1 -1 -1 1
"206" 105 1 -1 1 -1 -1 0
"206" 106 1 -1 1 -1 1 1
"206" 108 1 1 1 1 1 1
"206" 109 1 1 -1 1 1 1
"206" 110 1 1 1 1 -1 1
"206" 111 1 -1 1 1 1 1
"206" 112 1 1 1 -1 1 1
"206" 113 1 1 1 1 1 1
"206" 114 1 1 -1 1 1 1
"206" 115 1 -1 -1 1 -1 1
"206" 116 1 1 -1 -1 -1 1
"206" 117 1 -1 1 1 -1 1
"206" 118 1 1 1 -1 1 1
"206" 119 1 -1 -1 1 1 1
"206" 120 1 1 1 -1 -1 1
"206" 121 1 -1 1 1 1 1
"206" 122 2 1 1 -1 1 0
"206" 123 1 1 1 1 1 0
"206" 124 2 -1 1 1 1 0
"206" 125 2 -1 1 -1 1 1
"206" 126 2 -1 1 -1 1 1
"206" 127 2 -1 -1 -1 1 1
"206" 128 1 1 1 -1 -1 0
"206" 129 1 -1 -1 1 1 1
"206" 130 2 1 -1 -1 -1 0
"206" 131 2 -1 1 1 -1 1
"206" 132 2 -1 1 -1 1 1
"206" 133 1 1 -1 -1 1 0
"206" 134 1 1 -1 1 -1 1
"206" 135 1 1 1 1 -1 1
"206" 136 1 1 1 1 1 1
"206" 137 1 1 1 1 1 1
"206" 138 1 1 -1 1 1 1
"206" 139 1 1 1 1 -1 1
"206" 140 1 1 -1 1 1 1
"206" 141 1 1 1 1 -1 1
"206" 142 1 -1 1 1 1 1
"206" 143 1 1 1 -1 1 1
"206" 144 1 -1 1 1 1 1
"206" 145 1 1 -1 -1 1 1
"206" 146 1 1 1 1 -1 1
"206" 147 1 1 1 1 1 1
"206" 148 1 1 1 1 1 1
"206" 149 1 -1 -1 1 1 1
"206" 150 1 1 -1 -1 -1 1
"206" 151 1 1 -1 1 -1 1
"206" 152 1 1 1 1 -1 1
"206" 153 1 -1 1 1 1 1
"206" 154 1 -1 1 -1 1 1
"206" 155 1 1 -1 -1 1 1
"206" 156 1 1 1 1 -1 1
"206" 157 1 -1 -1 1 1 1
"206" 158 1 1 1 -1 -1 1
"206" 159 1 -1 -1 1 1 1
"206" 160 1 1 -1 -1 -1 1
"206" 161 1 1 -1 1 -1 1
"206" 162 1 1 -1 1 -1 1
"206" 163 1 1 1 1 -1 1
"206" 164 1 1 1 1 1 1
"206" 165 1 1 1 1 1 1
"206" 166 1 1 -1 1 1 1
"206" 167 1 -1 1 1 -1 1
"206" 168 1 1 1 -1 1 1
"206" 169 1 1 -1 1 1 1
"206" 170 1 1 1 1 -1 1
"206" 171 1 1 1 1 1 1
"206" 172 1 -1 -1 1 1 1
"206" 173 1 -1 1 -1 -1 1
"206" 174 1 1 -1 -1 1 1
"206" 175 1 1 -1 1 -1 1
"207" 11 2 1 -1 1 -1 1
"207" 12 2 -1 1 1 -1 1
"207" 13 2 -1 -1 -1 1 1
"207" 14 2 -1 1 -1 -1 1
"207" 15 1 -1 1 -1 1 0
"207" 16 1 1 1 -1 1 1
"207" 17 1 1 1 1 1 1
"207" 18 1 1 1 1 1 1
"207" 19 1 1 -1 1 1 1
"207" 20 2 -1 1 1 -1 0
"207" 21 2 1 -1 -1 1 1
"207" 22 2 1 1 1 -1 1
"207" 23 2 1 1 1 1 1
"207" 24 2 1 1 1 1 1
"207" 25 1 -1 1 1 1 0
"207" 26 1 1 -1 -1 1 1
"207" 27 1 1 1 1 -1 1
"207" 28 1 1 1 1 1 1
"207" 29 2 -1 -1 1 1 0
"207" 30 2 1 -1 -1 -1 1
"207" 31 2 1 1 1 -1 1
"207" 32 2 1 -1 1 1 1
"207" 33 2 -1 1 1 -1 1
"207" 34 1 -1 1 -1 1 0
"207" 35 1 1 1 -1 1 1
"207" 36 1 -1 1 1 1 1
"207" 37 1 1 1 -1 1 1
"207" 38 1 1 1 1 1 1
"207" 39 1 1 1 1 1 1
"207" 40 2 -1 -1 1 1 0
"207" 41 2 -1 1 -1 -1 1
"207" 42 2 -1 1 -1 1 1
"207" 43 2 1 1 -1 1 1
"207" 44 2 1 -1 1 1 1
"207" 45 2 1 1 1 -1 1
"207" 46 2 -1 -1 1 1 1
"207" 47 1 1 1 -1 -1 0
"207" 48 1 1 1 1 1 1
"207" 49 1 1 1 1 1 1
"207" 50 1 -1 -1 1 1 1
"207" 52 1 1 1 1 1 1
"207" 53 1 -1 1 1 1 1
"207" 54 2 1 1 -1 1 0
"207" 55 2 -1 1 1 1 1
"207" 56 2 1 -1 -1 1 1
"207" 57 2 -1 1 1 -1 1
"207" 58 2 1 -1 -1 1 1
"207" 59 2 1 -1 1 -1 1
"207" 60 2 1 1 1 -1 1
"207" 61 2 1 1 1 1 1
"207" 62 1 1 1 1 1 0
"207" 63 1 -1 1 1 1 1
"207" 64 1 -1 1 -1 1 1
"207" 65 1 1 1 -1 1 1
"207" 66 1 -1 1 1 1 1
"207" 67 1 -1 1 -1 1 1
"207" 68 2 1 1 -1 1 0
"207" 69 2 1 1 1 1 1
"207" 70 2 -1 1 1 1 1
"207" 71 2 -1 1 -1 1 1
"207" 73 1 1 1 1 1 0
"207" 74 2 1 1 1 1 0
"207" 75 2 -1 1 1 1 1
"207" 76 1 1 -1 -1 1 0
"207" 78 2 -1 1 1 -1 0
"207" 79 1 -1 1 -1 1 0
"207" 80 2 -1 -1 -1 1 0
"207" 81 2 -1 1 -1 -1 1
"207" 82 2 -1 -1 -1 1 1
"207" 83 1 -1 1 -1 -1 0
"207" 84 1 -1 1 -1 1 1
"207" 85 1 -1 1 -1 1 1
"207" 86 2 -1 1 -1 1 0
"207" 87 2 1 1 -1 1 1
"207" 88 2 -1 -1 1 1 1
"207" 89 2 1 1 -1 -1 1
"207" 90 2 1 1 1 1 1
"207" 91 2 1 1 1 1 1
"207" 92 2 -1 1 1 1 1
"207" 93 2 1 -1 -1 1 1
"207" 94 2 -1 1 1 -1 1
"207" 95 2 -1 -1 -1 1 1
"207" 96 2 -1 -1 -1 -1 1
"207" 98 1 -1 1 1 -1 1
"207" 99 1 1 -1 -1 1 1
"207" 100 1 1 1 1 -1 1
"207" 102 2 1 1 1 1 0
"207" 103 2 1 1 1 1 1
"207" 104 2 -1 -1 1 1 1
"207" 105 1 -1 1 -1 -1 0
"207" 106 2 1 1 -1 1 0
"207" 107 2 1 -1 1 1 1
"207" 108 1 -1 1 1 -1 0
"207" 109 2 1 -1 -1 1 0
"207" 110 2 -1 -1 1 -1 1
"207" 111 2 1 1 -1 -1 1
"207" 112 2 -1 1 1 1 1
"207" 113 2 -1 1 -1 1 1
"207" 114 2 1 -1 -1 1 1
"207" 115 2 1 1 1 -1 1
"207" 116 2 1 -1 1 1 1
"207" 117 1 1 -1 1 -1 0
"207" 118 2 -1 -1 1 -1 0
"207" 119 2 -1 -1 -1 -1 1
"207" 120 2 -1 1 -1 -1 1
"207" 121 1 1 -1 -1 1 0
"207" 122 1 -1 1 1 -1 1
"207" 123 2 1 1 -1 1 0
"207" 124 1 1 1 1 1 0
"207" 125 2 1 1 1 1 0
"207" 126 2 1 1 1 1 1
"207" 127 2 -1 1 1 1 1
"207" 128 2 1 1 -1 1 1
"207" 129 1 1 -1 1 1 0
"207" 130 2 -1 -1 1 -1 0
"207" 131 2 -1 -1 -1 -1 1
"207" 132 1 -1 1 -1 -1 0
"207" 133 2 -1 -1 -1 1 0
"207" 134 2 1 1 -1 -1 1
"207" 135 1 -1 1 1 1 0
"207" 136 2 1 1 -1 1 0
"207" 137 2 1 -1 1 1 1
"207" 138 2 1 1 1 -1 1
"207" 139 2 -1 1 1 1 1
"207" 140 2 1 1 -1 1 1
"207" 141 1 1 1 1 1 0
"207" 142 1 -1 1 1 1 1
"207" 143 1 1 1 -1 1 1
"207" 144 2 -1 1 1 1 0
"207" 145 1 -1 -1 -1 1 0
"207" 146 2 -1 -1 -1 -1 0
"207" 147 1 -1 1 -1 -1 0
"207" 148 1 1 -1 -1 1 1
"207" 149 2 -1 1 1 -1 0
"207" 150 2 1 -1 -1 1 1
"207" 151 1 -1 1 1 -1 0
"207" 152 2 -1 1 -1 1 0
"207" 153 1 1 1 -1 1 0
"207" 154 1 -1 1 1 1 1
"207" 155 1 -1 1 -1 1 1
"207" 156 2 -1 -1 -1 1 0
"207" 157 1 1 1 -1 -1 0
"207" 158 1 -1 1 1 1 1
"207" 159 1 1 1 -1 1 1
"207" 160 1 -1 1 1 1 1
"207" 161 2 1 -1 -1 1 0
"207" 162 1 -1 1 1 -1 0
"207" 163 2 1 1 -1 1 0
"207" 164 2 -1 1 1 1 1
"207" 165 2 -1 -1 -1 1 1
"207" 166 1 -1 -1 -1 -1 0
"207" 167 1 1 1 -1 -1 1
"207" 168 2 1 1 1 1 0
"207" 169 2 1 1 1 1 1
"207" 170 2 -1 1 1 1 1
"207" 171 2 1 -1 -1 1 1
"207" 172 2 1 1 1 -1 1
"207" 173 2 -1 1 1 1 1
"207" 174 1 -1 1 -1 1 0
"207" 175 2 -1 1 -1 1 0
"208" 11 2 -1 1 1 1 1
"208" 12 1 -1 1 -1 1 0
"208" 13 2 1 -1 -1 1 0
"208" 14 2 -1 -1 1 -1 1
"208" 15 2 -1 1 -1 -1 1
"208" 16 2 1 1 -1 1 1
"208" 17 2 -1 1 1 1 1
"208" 18 2 1 1 -1 1 1
"208" 19 2 -1 1 1 1 1
"208" 20 2 -1 -1 -1 1 1
"208" 21 1 1 1 -1 -1 0
"208" 22 2 1 -1 1 1 0
"208" 23 1 1 1 1 -1 0
"208" 24 2 1 1 1 1 0
"208" 25 2 -1 1 1 1 1
"208" 26 2 -1 1 -1 1 1
"208" 27 2 1 -1 -1 1 1
"208" 28 1 1 -1 1 -1 0
"208" 29 1 1 1 1 -1 1
"208" 30 2 1 1 1 1 0
"208" 31 1 1 -1 1 1 0
"208" 32 1 1 1 1 -1 1
"208" 33 2 1 -1 1 1 0
"208" 34 2 1 -1 1 -1 1
"208" 35 1 -1 -1 1 -1 0
"208" 36 2 -1 1 -1 -1 0
"208" 37 2 1 1 -1 1 1
"208" 38 2 1 1 1 1 1
"208" 39 1 -1 -1 1 1 0
"208" 40 2 1 1 -1 -1 0
"208" 41 2 1 -1 1 1 1
"208" 42 2 -1 1 1 -1 1
"208" 43 2 -1 1 -1 1 1
"208" 44 2 -1 1 -1 1 1
"208" 45 2 1 1 -1 1 1
"208" 46 1 1 1 1 1 0
"208" 47 1 -1 1 1 1 1
"208" 48 1 1 -1 -1 1 1
"208" 49 1 1 1 1 -1 1
"208" 50 2 -1 1 1 1 0
"208" 51 1 1 1 -1 1 0
"208" 52 1 -1 1 1 1 1
"208" 53 1 -1 -1 -1 1 1
"208" 54 1 -1 1 -1 -1 1
"208" 55 2 1 1 -1 1 0
"208" 56 1 1 -1 1 1 0
"208" 57 2 1 1 1 -1 0
"208" 58 1 -1 1 1 1 0
"208" 59 2 -1 1 -1 1 0
"208" 60 1 1 -1 -1 1 0
"208" 61 1 1 -1 1 -1 1
"208" 62 2 -1 -1 1 -1 0
"208" 63 2 -1 1 -1 -1 1
"208" 64 1 -1 -1 -1 1 0
"208" 65 1 1 1 -1 -1 1
"208" 66 1 1 -1 1 1 1
"208" 67 1 -1 -1 1 -1 1
"208" 68 2 1 1 -1 -1 0
"208" 69 1 1 1 1 1 0
"208" 70 1 -1 1 1 1 1
"208" 71 2 1 1 -1 1 0
"208" 72 2 -1 1 1 1 1
"208" 73 2 1 1 -1 1 1
"208" 74 2 1 1 1 1 1
"208" 75 2 1 1 1 1 1
"208" 76 1 1 1 1 1 0
"208" 77 2 -1 1 1 1 0
"208" 78 1 -1 -1 -1 1 0
"208" 79 2 -1 1 -1 -1 0
"208" 80 2 1 1 -1 1 1
"208" 81 1 -1 1 1 1 0
"208" 82 1 1 1 -1 1 1
"208" 83 1 -1 1 1 1 1
"208" 84 1 1 1 -1 1 1
"208" 85 2 -1 1 1 1 0
"208" 86 2 -1 -1 -1 1 1
"208" 87 1 -1 1 -1 -1 0
"208" 88 1 1 -1 -1 1 1
"208" 89 1 1 1 1 -1 1
"208" 90 1 1 -1 1 1 1
"208" 91 1 -1 1 1 -1 1
"208" 92 1 -1 1 -1 1 1
"208" 93 1 1 1 -1 1 1
"208" 94 1 1 1 1 1 1
"208" 95 1 -1 -1 1 1 1
"208" 96 1 -1 1 -1 -1 1
"208" 97 1 -1 1 -1 1 1
"208" 98 2 1 1 -1 1 0
"208" 99 2 1 1 1 1 1
"208" 100 2 1 1 1 1 1
"208" 101 2 1 1 1 1 1
"208" 102 2 -1 -1 1 1 1
"208" 103 2 -1 1 -1 -1 1
"208" 104 1 -1 1 -1 1 0
"208" 105 1 1 1 -1 1 1
"208" 106 1 -1 1 1 1 1
"208" 107 1 -1 1 -1 1 1
"208" 108 1 -1 1 -1 1 1
"208" 109 1 -1 1 -1 1 1
"208" 110 2 1 1 -1 1 0
"208" 111 2 -1 -1 1 1 1
"208" 112 2 1 1 -1 -1 1
"208" 113 2 -1 -1 1 1 1
"208" 114 2 1 1 -1 -1 1
"208" 115 2 1 1 1 1 1
"208" 116 2 1 1 1 1 1
"208" 117 2 -1 1 1 1 1
"208" 118 2 1 1 -1 1 1
"208" 119 2 1 1 1 1 1
"208" 120 2 1 1 1 1 1
"208" 121 2 1 1 1 1 1
"208" 122 2 -1 1 1 1 1
"208" 123 2 1 1 -1 1 1
"208" 124 2 -1 1 1 1 1
"208" 125 2 1 1 -1 1 1
"208" 126 2 1 1 1 1 1
"208" 127 2 1 1 1 1 1
"208" 128 2 1 1 1 1 1
"208" 129 2 1 -1 1 1 1
